epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,2192.17,0.60499,0.51785,0.98889,0.64544,0.68455,0.73094,0.35851,1.78201,1.29779,1.78442,0.000424556,0.000424556,0.000424556
73,2221.77,0.67037,0.56793,0.98778,0.81169,0.6916,0.80916,0.38825,1.92599,0.99,1.89266,0.000410409,0.000410409,0.000410409
74,2255.46,0.6103,0.52717,0.97121,0.75638,0.83333,0.82625,0.48582,1.59203,0.89226,1.66445,0.000396262,0.000396262,0.000396262
75,2282.15,0.60264,0.52509,0.96942,0.84397,0.92857,0.90254,0.53515,1.52421,0.73532,1.58886,0.000382115,0.000382115,0.000382115
76,2312.66,0.60982,0.52681,0.96316,0.81481,0.88306,0.84142,0.50354,1.56712,0.7957,1.657,0.000367967,0.000367967,0.000367967
77,2342.45,0.60601,0.54639,0.97982,0.82026,0.83828,0.90418,0.53172,1.43596,0.76072,1.55743,0.00035382,0.00035382,0.00035382
78,2371.65,0.61423,0.54826,1.01011,0.84464,0.73487,0.82914,0.47522,1.58546,0.96348,1.61527,0.000339673,0.000339673,0.000339673
79,2401.05,0.60373,0.52383,1.00099,0.84119,0.71303,0.81565,0.47182,1.60087,0.93938,1.59091,0.000325526,0.000325526,0.000325526
80,2430.24,0.60605,0.5367,0.97195,0.86806,0.7679,0.81632,0.47816,1.71262,0.91301,1.6653,0.000311379,0.000311379,0.000311379
81,2460.38,0.55771,0.48961,0.95559,0.87382,0.77381,0.87168,0.50043,1.69935,0.85544,1.68227,0.000297232,0.000297232,0.000297232
82,2489.18,0.54899,0.49408,0.95036,0.84685,0.80533,0.85205,0.50912,1.69694,0.94283,1.65806,0.000283085,0.000283085,0.000283085
83,2517.38,0.54042,0.46879,0.95823,0.89405,0.82823,0.87122,0.47078,1.86043,0.98554,1.81557,0.000268938,0.000268938,0.000268938
84,2546.79,0.6065,0.52311,0.9826,0.93796,0.81349,0.89269,0.47939,1.79104,0.89319,1.80917,0.000254791,0.000254791,0.000254791
85,2576.14,0.53826,0.48631,0.9584,0.89725,0.82099,0.9093,0.4943,1.59759,0.86668,1.73367,0.000240644,0.000240644,0.000240644
86,2605.32,0.54167,0.47043,0.94513,0.85369,0.90474,0.92251,0.51494,1.58144,0.86943,1.71995,0.000226497,0.000226497,0.000226497
87,2634.21,0.50217,0.47984,0.93725,0.84177,0.91594,0.93028,0.51685,1.59538,0.8398,1.64768,0.000212349,0.000212349,0.000212349
88,2664.17,0.51881,0.47731,0.93801,0.89665,0.82346,0.92187,0.48764,1.68223,0.8208,1.75706,0.000198202,0.000198202,0.000198202
89,2693.7,0.54209,0.47358,0.95358,0.84776,0.86344,0.8833,0.48205,1.72894,0.84537,1.80467,0.000184055,0.000184055,0.000184055
90,2720.61,0.53993,0.47049,0.93893,0.85839,0.89474,0.89293,0.47533,1.81425,0.89401,1.92858,0.000169908,0.000169908,0.000169908
91,2755.32,0.41915,0.41065,0.89748,0.84178,0.88554,0.9067,0.46717,1.78996,0.87595,1.90972,0.000155761,0.000155761,0.000155761
92,2784.3,0.4441,0.45395,0.90362,0.89574,0.91563,0.95471,0.49153,1.73763,0.82836,1.8962,0.000141614,0.000141614,0.000141614
93,2813.38,0.40506,0.3816,0.8853,0.92966,0.86012,0.94013,0.4906,1.75807,0.82557,1.87557,0.000127467,0.000127467,0.000127467
94,2842.86,0.3775,0.37459,0.86199,0.92505,0.85071,0.90413,0.49409,1.76065,0.87812,1.75765,0.00011332,0.00011332,0.00011332
95,2872.79,0.38745,0.36807,0.86682,0.88299,0.85542,0.8891,0.49929,1.76745,0.9219,1.74349,9.91726e-05,9.91726e-05,9.91726e-05
96,2902.5,0.3796,0.36921,0.87333,0.89152,0.81746,0.85906,0.4837,1.76938,0.92915,1.83442,8.50255e-05,8.50255e-05,8.50255e-05
97,2932.66,0.36766,0.35695,0.88377,0.90541,0.79867,0.86513,0.48792,1.77463,0.95894,1.87746,7.08784e-05,7.08784e-05,7.08784e-05
98,2960,0.38193,0.36348,0.85425,0.91999,0.78287,0.86297,0.49633,1.72898,0.93657,1.81034,5.67313e-05,5.67313e-05,5.67313e-05
99,2990.27,0.35256,0.35201,0.8547,0.87933,0.85515,0.91322,0.50681,1.68703,0.87724,1.74115,4.25842e-05,4.25842e-05,4.25842e-05
100,3019.85,0.34881,0.35778,0.85956,0.87469,0.87302,0.91845,0.50394,1.68526,0.84977,1.74405,2.84371e-05,2.84371e-05,2.84371e-05
