epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,121.308,0.93447,0.87628,1.11824,0.60322,0.57937,0.52837,0.21714,1.76426,2.19536,1.58136,0.000863116,0.000863116,0.000863116
42,124.083,0.92469,0.85775,1.10185,0.49285,0.57332,0.40529,0.17962,1.8281,1.9648,1.65602,0.000848969,0.000848969,0.000848969
43,126.879,0.97637,0.91269,1.14876,0.41953,0.53176,0.4833,0.25029,1.56375,1.8595,1.338,0.000834822,0.000834822,0.000834822
44,129.54,0.96057,0.86963,1.1337,0.75295,0.47271,0.61857,0.33628,1.49556,1.72113,1.28522,0.000820675,0.000820675,0.000820675
45,131.95,0.87756,0.82472,1.09815,0.64679,0.58605,0.56392,0.32169,1.63898,1.65561,1.42031,0.000806528,0.000806528,0.000806528
46,134.418,0.92094,0.81526,1.10451,0.72978,0.52703,0.58949,0.296,1.71615,1.76717,1.44755,0.00079238,0.00079238,0.00079238
47,136.911,0.90092,0.8284,1.08421,0.40337,0.68061,0.54768,0.27501,1.78137,1.73311,1.50504,0.000778233,0.000778233,0.000778233
48,139.619,0.91963,0.85093,1.08379,0.52511,0.68458,0.55706,0.24007,1.6925,1.69728,1.42823,0.000764086,0.000764086,0.000764086
49,142.263,0.87366,0.78613,1.07339,0.63744,0.64644,0.64799,0.30668,1.67936,1.66944,1.45138,0.000749939,0.000749939,0.000749939
50,144.938,0.85818,0.77878,1.07699,0.58971,0.74439,0.65898,0.31683,1.6934,1.26901,1.40223,0.000735792,0.000735792,0.000735792
51,147.584,0.90768,0.81544,1.0893,0.57585,0.65079,0.64889,0.32544,1.67754,1.32594,1.37554,0.000721645,0.000721645,0.000721645
52,150.378,0.87076,0.77748,1.07949,0.68742,0.78968,0.74531,0.33149,1.80105,1.3117,1.48177,0.000707498,0.000707498,0.000707498
53,155.48,0.86752,0.74979,1.07623,0.78214,0.62344,0.73712,0.39776,1.65211,1.22537,1.398,0.000693351,0.000693351,0.000693351
54,158.439,0.79967,0.69361,1.02113,0.57735,0.73651,0.70301,0.3803,1.73335,1.28765,1.36796,0.000679204,0.000679204,0.000679204
55,161.306,0.83095,0.70567,1.04283,0.55358,0.56531,0.58058,0.31779,1.64527,1.62902,1.32115,0.000665057,0.000665057,0.000665057
56,164.026,0.81395,0.68611,1.03006,0.59997,0.66871,0.60333,0.31187,1.74164,1.55832,1.3483,0.000650909,0.000650909,0.000650909
57,166.894,0.79077,0.66813,1.03534,0.64754,0.67725,0.62287,0.27876,1.95832,1.73689,1.59593,0.000636762,0.000636762,0.000636762
58,169.552,0.85688,0.73371,1.06131,0.59813,0.49206,0.58608,0.26306,2.05152,1.72035,1.70025,0.000622615,0.000622615,0.000622615
59,172.307,0.80024,0.70649,1.03438,0.61228,0.63094,0.64889,0.23575,1.94631,1.66156,1.55754,0.000608468,0.000608468,0.000608468
60,175.017,0.85422,0.7171,1.06347,0.66649,0.63485,0.58706,0.2907,1.84341,1.53807,1.46865,0.000594321,0.000594321,0.000594321
61,177.525,0.7898,0.6934,1.02061,0.5426,0.60714,0.60784,0.30688,1.89311,1.54298,1.46178,0.000580174,0.000580174,0.000580174
62,180.23,0.78506,0.67411,1.02807,0.59669,0.61651,0.67118,0.29192,2.01578,1.44247,1.45737,0.000566027,0.000566027,0.000566027
63,182.945,0.76431,0.66694,1.02014,0.67764,0.69444,0.72598,0.39949,1.76833,1.3595,1.42952,0.00055188,0.00055188,0.00055188
64,185.522,0.76356,0.68212,1.02341,0.57188,0.67836,0.67264,0.3625,1.92302,1.345,1.48829,0.000537733,0.000537733,0.000537733
65,189.577,0.76012,0.65583,1.01999,0.49569,0.71802,0.60799,0.31497,1.83976,1.4882,1.42139,0.000523586,0.000523586,0.000523586
66,192.317,0.74129,0.6634,1.00559,0.60112,0.75397,0.71795,0.37108,1.66879,1.26433,1.3464,0.000509438,0.000509438,0.000509438
67,194.831,0.77283,0.64216,1.0241,0.76703,0.66631,0.75176,0.43309,1.56516,1.29524,1.3401,0.000495291,0.000495291,0.000495291
68,197.447,0.75244,0.65408,1.02298,0.68772,0.67484,0.71587,0.42085,1.58482,1.23961,1.30317,0.000481144,0.000481144,0.000481144
69,199.975,0.77476,0.63493,1.0296,0.59154,0.7015,0.60538,0.27732,1.68478,1.55335,1.4772,0.000466997,0.000466997,0.000466997
70,202.522,0.73376,0.61024,0.99384,0.68325,0.65838,0.67598,0.31027,1.68435,1.39253,1.41874,0.00045285,0.00045285,0.00045285
71,205.232,0.70936,0.57267,0.96881,0.56896,0.72651,0.66055,0.36773,1.60957,1.31096,1.3791,0.000438703,0.000438703,0.000438703
72,207.872,0.71151,0.58388,0.97418,0.55037,0.6629,0.68331,0.3248,1.68337,1.53298,1.40655,0.000424556,0.000424556,0.000424556
73,210.421,0.70788,0.59565,0.99348,0.54898,0.67742,0.6147,0.27965,1.7045,1.49869,1.43037,0.000410409,0.000410409,0.000410409
74,213.074,0.67051,0.587,0.96255,0.56527,0.6123,0.57773,0.31365,1.66913,1.36668,1.43168,0.000396262,0.000396262,0.000396262
75,215.733,0.67476,0.58491,0.99075,0.43056,0.59341,0.49519,0.28476,1.68904,1.60363,1.48201,0.000382115,0.000382115,0.000382115
76,218.418,0.65522,0.5636,0.96125,0.51553,0.66019,0.5582,0.33276,1.65278,1.55093,1.38192,0.000367967,0.000367967,0.000367967
77,223.776,0.69435,0.57707,0.97148,0.62401,0.63135,0.61573,0.31109,1.72153,1.54395,1.33303,0.00035382,0.00035382,0.00035382
78,226.762,0.70592,0.60777,0.99811,0.54435,0.68435,0.63061,0.30135,1.82972,1.28255,1.47245,0.000339673,0.000339673,0.000339673
79,229.538,0.66547,0.55706,0.97287,0.66603,0.78968,0.72203,0.31462,1.82433,1.21995,1.4901,0.000325526,0.000325526,0.000325526
80,232.435,0.69211,0.58852,0.98482,0.59394,0.77646,0.75289,0.35258,1.83255,1.20513,1.48818,0.000311379,0.000311379,0.000311379
81,235.118,0.65003,0.56649,0.95821,0.71632,0.78968,0.79532,0.33964,1.97897,1.21557,1.57547,0.000297232,0.000297232,0.000297232
82,237.745,0.64727,0.53848,0.95494,0.76745,0.6831,0.75393,0.35653,1.88955,1.30341,1.4865,0.000283085,0.000283085,0.000283085
83,240.429,0.61291,0.50996,0.95699,0.7006,0.75513,0.72428,0.35269,1.78618,1.35438,1.42193,0.000268938,0.000268938,0.000268938
84,243.457,0.68849,0.60032,0.98217,0.71431,0.75794,0.76454,0.38628,1.77678,1.17118,1.40914,0.000254791,0.000254791,0.000254791
85,246.196,0.59586,0.51847,0.95577,0.83604,0.72619,0.8043,0.43317,1.80302,1.05255,1.38459,0.000240644,0.000240644,0.000240644
86,248.74,0.6211,0.52368,0.95971,0.59581,0.6197,0.67839,0.37907,1.80349,1.36321,1.38761,0.000226497,0.000226497,0.000226497
87,251.249,0.62093,0.52463,0.94768,0.69244,0.60317,0.63833,0.35464,1.75198,1.62355,1.33991,0.000212349,0.000212349,0.000212349
88,254.02,0.58436,0.51971,0.9419,0.58305,0.6627,0.65152,0.35053,1.68035,1.49105,1.28702,0.000198202,0.000198202,0.000198202
89,258.502,0.60626,0.50921,0.95005,0.69915,0.65241,0.7313,0.41462,1.64095,1.1212,1.23447,0.000184055,0.000184055,0.000184055
90,261.212,0.62144,0.51733,0.95402,0.63782,0.63889,0.64752,0.38445,1.52618,1.18373,1.18044,0.000169908,0.000169908,0.000169908
91,265.292,0.46954,0.40835,0.87424,0.70154,0.59006,0.60311,0.36039,1.54797,1.36369,1.21443,0.000155761,0.000155761,0.000155761
92,268.079,0.49178,0.45004,0.88429,0.7304,0.57852,0.59461,0.34629,1.55418,1.4561,1.22509,0.000141614,0.000141614,0.000141614
93,270.671,0.47282,0.40286,0.8637,0.75734,0.64058,0.67954,0.3662,1.64271,1.33464,1.26373,0.000127467,0.000127467,0.000127467
94,273.438,0.43744,0.39357,0.84464,0.68004,0.73745,0.76587,0.37546,1.71137,1.29114,1.29658,0.00011332,0.00011332,0.00011332
95,276.107,0.43039,0.39162,0.86,0.56913,0.71825,0.72245,0.36178,1.76889,1.31508,1.3162,9.91726e-05,9.91726e-05,9.91726e-05
96,279.033,0.43509,0.39098,0.84855,0.58481,0.72713,0.68688,0.37905,1.70955,1.39732,1.26185,8.50255e-05,8.50255e-05,8.50255e-05
97,281.657,0.40372,0.37932,0.85143,0.52059,0.68651,0.59141,0.34469,1.7161,1.57428,1.27294,7.08784e-05,7.08784e-05,7.08784e-05
98,284.437,0.43426,0.38818,0.84758,0.51113,0.63889,0.60408,0.34179,1.72059,1.58101,1.27691,5.67313e-05,5.67313e-05,5.67313e-05
99,286.973,0.4176,0.37242,0.84425,0.5505,0.63889,0.60857,0.34214,1.73507,1.57298,1.27776,4.25842e-05,4.25842e-05,4.25842e-05
100,291.871,0.41415,0.38302,0.84545,0.55924,0.63657,0.60701,0.34616,1.74089,1.58094,1.28344,2.84371e-05,2.84371e-05,2.84371e-05
