epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,162.789,0.81407,0.69005,1.03279,0.78279,0.66411,0.75176,0.43565,1.55586,1.03746,1.34766,0.000705354,0.000705354,0.000705354
56,165.337,0.8081,0.68634,1.02975,0.72258,0.87302,0.84515,0.4845,1.50792,0.95206,1.25339,0.000685355,0.000685355,0.000685355
57,167.966,0.77011,0.66054,1.02565,0.64134,0.6627,0.65671,0.41157,1.43066,1.31,1.23675,0.000665454,0.000665454,0.000665454
58,170.652,0.8151,0.69206,1.04598,0.70498,0.68985,0.76426,0.45956,1.47582,1.18948,1.2477,0.000645673,0.000645673,0.000645673
59,173.362,0.77927,0.65144,1.01036,0.71673,0.67142,0.7349,0.43178,1.54488,1.03907,1.32738,0.00062603,0.00062603,0.00062603
60,175.928,0.85033,0.68499,1.05059,0.76215,0.67324,0.82308,0.4483,1.6856,1.02602,1.40121,0.000606545,0.000606545,0.000606545
61,178.559,0.80772,0.67317,1.02844,0.83938,0.69227,0.84357,0.43635,1.65916,0.97671,1.3123,0.000587237,0.000587237,0.000587237
62,181.433,0.79211,0.67055,1.018,0.84491,0.72222,0.78805,0.39777,1.72024,0.92534,1.29585,0.000568125,0.000568125,0.000568125
63,184.384,0.80439,0.65127,1.03962,0.72398,0.81349,0.81922,0.4296,1.74209,0.97152,1.32488,0.000549228,0.000549228,0.000549228
64,186.906,0.78235,0.66687,1.0271,0.68134,0.75397,0.74672,0.41201,1.79071,1.03377,1.4833,0.000530564,0.000530564,0.000530564
65,189.626,0.78484,0.65875,1.02882,0.53715,0.6939,0.75758,0.40451,1.75426,1.08548,1.44332,0.000512153,0.000512153,0.000512153
66,194.973,0.80974,0.687,1.02697,0.52513,0.69841,0.67821,0.39767,1.61109,1.27264,1.39316,0.000494011,0.000494011,0.000494011
67,197.765,0.78987,0.66886,1.01859,0.63305,0.64286,0.69879,0.42058,1.55392,1.35562,1.33003,0.000476158,0.000476158,0.000476158
68,200.286,0.75342,0.62641,1.02734,0.60754,0.71229,0.72286,0.43417,1.47704,1.19112,1.21796,0.000458611,0.000458611,0.000458611
69,202.842,0.75408,0.61128,1.02163,0.67764,0.74535,0.77732,0.43845,1.53222,0.99113,1.3239,0.000441387,0.000441387,0.000441387
70,205.379,0.72721,0.61282,0.98643,0.74222,0.76322,0.82232,0.46013,1.52865,0.9301,1.29212,0.000424502,0.000424502,0.000424502
71,208.063,0.7094,0.5639,0.97434,0.69331,0.78336,0.77202,0.4501,1.55989,0.89408,1.27232,0.000407975,0.000407975,0.000407975
72,210.844,0.68935,0.5705,0.96453,0.69736,0.84921,0.8075,0.45506,1.62656,0.97895,1.37352,0.00039182,0.00039182,0.00039182
73,213.45,0.69731,0.58342,0.98721,0.66904,0.82633,0.80352,0.44463,1.64094,0.96202,1.41949,0.000376055,0.000376055,0.000376055
74,216.202,0.6804,0.55406,0.96314,0.6477,0.77778,0.75911,0.43761,1.63282,1.02339,1.40218,0.000360693,0.000360693,0.000360693
75,218.778,0.67665,0.5619,0.98002,0.6215,0.77778,0.75332,0.43359,1.61088,1.0366,1.36671,0.000345752,0.000345752,0.000345752
76,221.355,0.63632,0.5244,0.9476,0.62133,0.72138,0.71696,0.43533,1.53485,1.00516,1.27335,0.000331245,0.000331245,0.000331245
77,223.986,0.70177,0.55054,0.9765,0.68254,0.81635,0.79537,0.47083,1.48119,0.84892,1.2302,0.000317187,0.000317187,0.000317187
78,229.409,0.6823,0.56207,0.98935,0.64126,0.8206,0.76486,0.47096,1.59491,0.87044,1.29431,0.000303591,0.000303591,0.000303591
79,232.058,0.64346,0.53828,0.96316,0.65769,0.82904,0.7668,0.47738,1.56946,0.87538,1.31032,0.000290471,0.000290471,0.000290471
80,234.785,0.67651,0.55611,0.98122,0.61802,0.82265,0.78879,0.4707,1.59223,0.86689,1.29758,0.000277841,0.000277841,0.000277841
81,237.332,0.62623,0.53527,0.95054,0.76223,0.69146,0.78762,0.45044,1.69401,0.9093,1.36419,0.000265712,0.000265712,0.000265712
82,239.859,0.61284,0.51579,0.94565,0.80891,0.73714,0.84693,0.51056,1.60535,0.84554,1.32504,0.000254096,0.000254096,0.000254096
83,242.406,0.59764,0.49998,0.94596,0.73655,0.81349,0.84145,0.5236,1.50442,0.86143,1.26306,0.000243005,0.000243005,0.000243005
84,245.071,0.69917,0.5889,0.9817,0.73414,0.78968,0.79765,0.48418,1.5517,0.83815,1.30128,0.00023245,0.00023245,0.00023245
85,247.765,0.59017,0.49854,0.94263,0.74037,0.75397,0.76626,0.45857,1.53951,0.86389,1.29958,0.000222441,0.000222441,0.000222441
86,250.348,0.61278,0.50379,0.94851,0.73584,0.81349,0.79448,0.49282,1.47486,0.77692,1.26952,0.000212988,0.000212988,0.000212988
87,252.835,0.61198,0.51842,0.94191,0.73076,0.81349,0.82562,0.51234,1.5367,0.77311,1.28566,0.000204101,0.000204101,0.000204101
88,255.604,0.58269,0.50631,0.92685,0.7435,0.8254,0.88646,0.52613,1.60738,0.79262,1.347,0.000195788,0.000195788,0.000195788
89,258.571,0.60936,0.51412,0.95188,0.68787,0.82922,0.84422,0.52819,1.56846,0.85213,1.31319,0.000188057,0.000188057,0.000188057
90,263.889,0.63178,0.5179,0.9501,0.69865,0.79184,0.81505,0.50875,1.5185,0.82932,1.30507,0.000180917,0.000180917,0.000180917
91,267.911,0.49309,0.43413,0.87822,0.87429,0.75397,0.82646,0.51012,1.52483,0.87604,1.31985,0.000174373,0.000174373,0.000174373
92,270.677,0.51214,0.46576,0.88723,0.68655,0.79968,0.79668,0.4664,1.58774,0.92902,1.37711,0.000168433,0.000168433,0.000168433
93,273.327,0.45897,0.40064,0.85252,0.69023,0.74206,0.79113,0.46692,1.55224,0.93061,1.32608,0.000163103,0.000163103,0.000163103
94,275.806,0.46067,0.39893,0.85481,0.78392,0.71825,0.82492,0.51333,1.4756,0.86636,1.27042,0.000158387,0.000158387,0.000158387
95,278.528,0.46202,0.39557,0.86763,0.84432,0.75397,0.83476,0.51075,1.51439,0.94412,1.26523,0.00015429,0.00015429,0.00015429
96,281.152,0.47125,0.38912,0.8621,0.7447,0.79723,0.81847,0.5126,1.52006,0.83552,1.27419,0.000150817,0.000150817,0.000150817
97,283.94,0.45027,0.38453,0.86596,0.69757,0.81137,0.80556,0.48365,1.51966,0.85908,1.26254,0.000147971,0.000147971,0.000147971
98,286.641,0.49466,0.40273,0.84997,0.68903,0.80091,0.80119,0.47411,1.51022,0.85749,1.2615,0.000145754,0.000145754,0.000145754
99,289.24,0.43515,0.38148,0.84378,0.66188,0.78832,0.82032,0.48525,1.57428,0.86014,1.30833,0.000144169,0.000144169,0.000144169
100,291.986,0.42972,0.38168,0.84162,0.69436,0.74016,0.80408,0.46717,1.58998,0.90454,1.31431,0.000143217,0.000143217,0.000143217
