epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
53,1357.54,0.82496,0.75608,1.08185,0.79261,0.82769,0.84416,0.45849,1.75304,1.03174,1.64339,0.000693351,0.000693351,0.000693351
54,1381.2,0.73423,0.67673,1.02039,0.67091,0.74206,0.74691,0.41293,1.68596,1.35336,1.60043,0.000679204,0.000679204,0.000679204
55,1406.81,0.80484,0.73346,1.08752,0.64203,0.75498,0.80048,0.4457,1.53976,1.27852,1.51951,0.000665057,0.000665057,0.000665057
56,1431.63,0.73246,0.70487,1.02121,0.59894,0.59337,0.59031,0.38404,1.55483,1.67399,1.40429,0.000650909,0.000650909,0.000650909
57,1454.66,0.72142,0.6713,1.02597,0.70213,0.72395,0.69213,0.40495,1.39287,1.35616,1.38083,0.000636762,0.000636762,0.000636762
58,1479.97,0.75229,0.67363,1.04977,0.74221,0.88207,0.9165,0.51382,1.4878,1.06041,1.37171,0.000622615,0.000622615,0.000622615
59,1505.03,0.72275,0.63726,1.01507,0.98169,0.7381,0.86809,0.45827,1.67537,1.16914,1.48476,0.000608468,0.000608468,0.000608468
60,1530.42,0.79293,0.68547,1.06108,0.78354,0.7994,0.86843,0.46488,1.76406,1.25402,1.51602,0.000594321,0.000594321,0.000594321
61,1554.36,0.75662,0.67596,1.02868,0.81994,0.85993,0.89153,0.48809,1.6,0.93822,1.55093,0.000580174,0.000580174,0.000580174
62,1579.33,0.74682,0.66766,1.04304,0.71877,0.65474,0.78322,0.44095,1.53979,1.28348,1.47744,0.000566027,0.000566027,0.000566027
63,1604.99,0.65888,0.61753,1.02198,0.81924,0.70399,0.76619,0.44537,1.53776,1.2732,1.45533,0.00055188,0.00055188,0.00055188
64,1630.71,0.72557,0.6371,1.03666,0.82276,0.71825,0.69887,0.39296,1.82044,1.61102,1.66366,0.000537733,0.000537733,0.000537733
65,1654.74,0.68979,0.62461,1.01049,0.82753,0.79828,0.78919,0.40992,1.81993,1.10398,1.63648,0.000523586,0.000523586,0.000523586
66,1680.71,0.73611,0.65564,1.03222,0.84947,0.73784,0.80311,0.37079,2.08145,1.09533,1.89186,0.000509438,0.000509438,0.000509438
67,1706.51,0.71528,0.63795,1.02931,0.72418,0.7798,0.74148,0.40621,1.59439,1.2182,1.50089,0.000495291,0.000495291,0.000495291
68,1732.65,0.6825,0.62244,1.03592,0.77512,0.80892,0.79048,0.44137,1.53455,1.05185,1.48078,0.000481144,0.000481144,0.000481144
69,1756.45,0.67074,0.58134,1.00399,0.84817,0.76499,0.86248,0.49569,1.44389,0.96781,1.42576,0.000466997,0.000466997,0.000466997
70,1782.29,0.64512,0.57052,0.99014,0.7844,0.80511,0.90513,0.49242,1.62961,0.90506,1.51843,0.00045285,0.00045285,0.00045285
71,1807.67,0.63828,0.55859,0.98264,0.65372,0.78234,0.73151,0.36131,2.00003,1.33191,1.90125,0.000438703,0.000438703,0.000438703
72,1831.37,0.64561,0.55211,0.99747,0.72671,0.71308,0.76379,0.36858,1.95871,1.411,1.99757,0.000424556,0.000424556,0.000424556
73,1856.77,0.69186,0.59391,0.99903,0.67088,0.8254,0.74106,0.37974,1.82438,1.1571,1.72249,0.000410409,0.000410409,0.000410409
74,1882.17,0.62158,0.53557,0.98137,0.68139,0.71825,0.7409,0.37136,1.92351,1.43216,1.78733,0.000396262,0.000396262,0.000396262
75,1908.15,0.63895,0.53728,0.98144,0.78439,0.77333,0.77772,0.3604,1.98738,1.45251,1.841,0.000382115,0.000382115,0.000382115
76,1931.06,0.56008,0.51028,0.93467,0.73734,0.7711,0.75838,0.41077,1.77337,1.12458,1.68263,0.000367967,0.000367967,0.000367967
77,1956.64,0.61719,0.53506,0.98421,0.80395,0.81349,0.82374,0.47321,1.42723,0.96365,1.39865,0.00035382,0.00035382,0.00035382
78,1982.24,0.62811,0.55203,1.01439,0.79561,0.82143,0.79889,0.417,1.70712,1.43098,1.51444,0.000339673,0.000339673,0.000339673
79,2007.97,0.60248,0.51751,0.9827,0.72774,0.78571,0.71902,0.35548,1.90796,1.49805,1.72462,0.000325526,0.000325526,0.000325526
80,2031.43,0.61786,0.53847,0.98711,0.64027,0.62932,0.67939,0.33852,1.87973,1.76442,1.63028,0.000311379,0.000311379,0.000311379
81,2057.26,0.60327,0.5325,0.98615,0.65088,0.63937,0.64543,0.33803,1.85892,1.56573,1.6973,0.000297232,0.000297232,0.000297232
82,2083.41,0.56506,0.50643,0.95729,0.67287,0.74016,0.72373,0.33727,2.02263,1.44589,1.80722,0.000283085,0.000283085,0.000283085
83,2106.86,0.56117,0.49071,0.97133,0.6887,0.78979,0.7234,0.38758,1.927,1.41515,1.68972,0.000268938,0.000268938,0.000268938
84,2132.68,0.63632,0.53033,0.99214,0.77577,0.75794,0.77236,0.41237,1.84258,1.09224,1.74895,0.000254791,0.000254791,0.000254791
85,2158.14,0.55171,0.49505,0.94295,0.78067,0.78175,0.73722,0.39613,1.7386,1.223,1.56464,0.000240644,0.000240644,0.000240644
86,2183.52,0.55549,0.49096,0.94312,0.86985,0.77001,0.82187,0.38568,1.97109,1.07182,1.74959,0.000226497,0.000226497,0.000226497
87,2206.64,0.54785,0.49644,0.95404,0.79452,0.72222,0.74228,0.37526,2.08345,1.09912,1.91298,0.000212349,0.000212349,0.000212349
88,2231.83,0.52443,0.48538,0.93488,0.75063,0.76886,0.72811,0.35268,2.18493,1.06209,1.97015,0.000198202,0.000198202,0.000198202
89,2258.35,0.53633,0.48976,0.95773,0.76893,0.77381,0.77021,0.36519,2.04358,1.1267,1.88559,0.000184055,0.000184055,0.000184055
90,2284.17,0.55315,0.48491,0.95538,0.88059,0.7702,0.79621,0.39248,2.00609,1.14597,1.84087,0.000169908,0.000169908,0.000169908
91,2310.63,0.43605,0.40498,0.90063,0.83208,0.7619,0.78935,0.41017,1.84623,1.21104,1.70879,0.000155761,0.000155761,0.000155761
92,2336.28,0.43867,0.44874,0.89806,0.82144,0.79762,0.82395,0.41703,1.82609,1.22855,1.72449,0.000141614,0.000141614,0.000141614
93,2361.67,0.40405,0.39758,0.86539,0.80646,0.75094,0.79688,0.40355,1.80788,1.2963,1.7089,0.000127467,0.000127467,0.000127467
94,2386.72,0.40426,0.38439,0.86851,0.86427,0.73694,0.81638,0.40453,1.79052,1.28479,1.62936,0.00011332,0.00011332,0.00011332
95,2409.75,0.39529,0.37803,0.86319,0.7322,0.76355,0.81409,0.42073,1.81647,1.26362,1.61259,9.91726e-05,9.91726e-05,9.91726e-05
96,2434.88,0.40431,0.37374,0.87794,0.75609,0.78175,0.85142,0.40828,1.93224,1.30195,1.67517,8.50255e-05,8.50255e-05,8.50255e-05
97,2460.18,0.39455,0.35812,0.875,0.82863,0.79365,0.85882,0.40169,1.98966,1.26802,1.72726,7.08784e-05,7.08784e-05,7.08784e-05
98,2483.56,0.40629,0.37338,0.84928,0.79635,0.79365,0.84175,0.40752,1.95594,1.25688,1.69116,5.67313e-05,5.67313e-05,5.67313e-05
99,2508.87,0.36545,0.35644,0.86204,0.80082,0.79397,0.85132,0.41959,1.88935,1.23044,1.64736,4.25842e-05,4.25842e-05,4.25842e-05
100,2534.06,0.37157,0.36079,0.86861,0.80431,0.82981,0.85892,0.44013,1.76324,1.26399,1.57965,2.84371e-05,2.84371e-05,2.84371e-05
