epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,268.914,0.5994,0.50403,0.94424,0.84574,0.59689,0.78955,0.38807,1.92022,1.04256,1.66473,5.61083e-05,5.61083e-05,5.61083e-05
91,273.243,0.49435,0.4296,0.88046,0.73177,0.67564,0.80675,0.39999,1.89577,1.05574,1.64986,4.89104e-05,4.89104e-05,4.89104e-05
92,276.278,0.4816,0.45908,0.88963,0.72611,0.75597,0.81788,0.42215,1.81209,1.04447,1.59691,4.23765e-05,4.23765e-05,4.23765e-05
93,281.75,0.47788,0.40827,0.86672,0.89043,0.59638,0.7883,0.42492,1.77664,1.07392,1.57144,3.65129e-05,3.65129e-05,3.65129e-05
94,284.487,0.44506,0.39604,0.85127,0.84098,0.5754,0.78199,0.42828,1.78055,1.08999,1.57364,3.13254e-05,3.13254e-05,3.13254e-05
95,287.299,0.46035,0.41588,0.87211,0.84056,0.58635,0.77328,0.40905,1.81912,1.10543,1.58373,2.68192e-05,2.68192e-05,2.68192e-05
96,290.228,0.45655,0.39867,0.86434,0.84113,0.58691,0.77525,0.39982,1.83941,1.10202,1.59347,2.29987e-05,2.29987e-05,2.29987e-05
97,293.1,0.41825,0.38867,0.85606,0.84146,0.58749,0.78284,0.40617,1.83578,1.08067,1.5866,1.98677e-05,1.98677e-05,1.98677e-05
98,295.942,0.45525,0.39372,0.84943,0.83996,0.58781,0.78563,0.40893,1.84015,1.07185,1.58089,1.74293e-05,1.74293e-05,1.74293e-05
99,298.517,0.4396,0.38674,0.85048,0.84164,0.58708,0.78537,0.40981,1.83688,1.07186,1.57822,1.56858e-05,1.56858e-05,1.56858e-05
100,301.162,0.43136,0.40255,0.84726,0.82123,0.57818,0.78367,0.42217,1.82412,1.08707,1.56633,1.4639e-05,1.4639e-05,1.4639e-05
