epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,84.2921,1.11594,1.15859,1.1955,0.74442,0.06349,0.05102,0.03444,2.34006,3.94216,2.19827,0.00104703,0.00104703,0.00104703
29,87.0148,1.11484,1.1529,1.19719,0.80406,0.3757,0.46658,0.22455,1.91578,1.8765,1.44013,0.00103288,0.00103288,0.00103288
30,89.9055,1.0909,1.11452,1.18089,0.41524,0.45104,0.44547,0.22949,2.01505,1.85149,1.60226,0.00101873,0.00101873,0.00101873
31,92.9152,1.08866,1.13118,1.17225,0.5675,0.52455,0.49713,0.2722,1.93086,1.65873,1.49145,0.00100459,0.00100459,0.00100459
32,95.6302,1.0563,1.06633,1.15802,0.63877,0.4997,0.63331,0.28767,1.75838,1.49865,1.4048,0.00099044,0.00099044,0.00099044
33,98.3861,1.03741,1.02792,1.14819,0.23808,0.47044,0.36508,0.19041,1.76021,2.06644,1.57833,0.000976293,0.000976293,0.000976293
34,101.017,1.04042,1.03185,1.15056,0.58216,0.59953,0.65702,0.298,1.93165,1.30426,1.50753,0.000962146,0.000962146,0.000962146
35,103.716,1.08129,1.057,1.17633,0.33303,0.50811,0.3327,0.14505,1.92537,2.16889,1.61522,0.000947999,0.000947999,0.000947999
36,106.627,1.0249,1.01291,1.12613,0.71322,0.2436,0.29064,0.13461,1.82089,2.19507,1.66628,0.000933851,0.000933851,0.000933851
37,109.539,0.98038,0.94992,1.10372,0.23297,0.44841,0.34319,0.17149,1.98259,2.21119,1.79087,0.000919704,0.000919704,0.000919704
38,113.558,0.9902,0.94262,1.11937,0.51929,0.36905,0.45223,0.24537,1.90096,2.13924,1.79105,0.000905557,0.000905557,0.000905557
39,116.367,0.95861,0.88174,1.1067,0.40383,0.32937,0.31224,0.14048,2.02627,2.55753,1.69472,0.00089141,0.00089141,0.00089141
40,119.146,0.95934,0.91896,1.14476,0.43282,0.52023,0.52302,0.2961,1.76353,1.60117,1.45748,0.000877263,0.000877263,0.000877263
41,122.044,0.98007,0.89596,1.11473,0.44888,0.70238,0.60041,0.2864,1.78679,1.43518,1.66468,0.000863116,0.000863116,0.000863116
42,125.079,0.98292,0.88519,1.10625,0.44659,0.6812,0.59791,0.277,1.91542,1.60346,1.54671,0.000848969,0.000848969,0.000848969
43,127.841,1.00847,0.92795,1.13128,0.60464,0.62643,0.60448,0.25877,1.77063,1.55731,1.54151,0.000834822,0.000834822,0.000834822
44,130.848,0.97638,0.85897,1.12685,0.4346,0.65476,0.55335,0.25201,1.83522,1.78675,1.4899,0.000820675,0.000820675,0.000820675
45,133.483,0.94821,0.86435,1.11603,0.53366,0.60586,0.6072,0.29166,1.69075,1.57005,1.44135,0.000806528,0.000806528,0.000806528
46,136.171,0.96258,0.8453,1.10394,0.63717,0.63095,0.66175,0.31946,1.86386,1.50067,1.46562,0.00079238,0.00079238,0.00079238
47,138.737,0.88339,0.78565,1.05263,0.40821,0.64116,0.55882,0.27456,1.91286,1.7537,1.55808,0.000778233,0.000778233,0.000778233
48,141.447,0.92291,0.85414,1.07724,0.55269,0.6566,0.59105,0.302,1.79167,1.53162,1.45562,0.000764086,0.000764086,0.000764086
49,144.32,0.90971,0.8093,1.08702,0.60996,0.54762,0.58722,0.31941,1.76033,1.47997,1.49529,0.000749939,0.000749939,0.000749939
50,148.325,0.91677,0.79312,1.08427,0.87182,0.48667,0.6325,0.36608,1.58923,1.33558,1.38507,0.000735792,0.000735792,0.000735792
51,151.354,0.89875,0.81323,1.0577,0.7324,0.64683,0.73195,0.39981,1.60868,1.31827,1.30441,0.000721645,0.000721645,0.000721645
52,154.118,0.85592,0.76113,1.04602,0.58837,0.67625,0.71468,0.34075,1.83555,1.36047,1.43986,0.000707498,0.000707498,0.000707498
53,156.978,0.8575,0.73285,1.05517,0.83424,0.55782,0.77389,0.40408,1.75298,1.21738,1.39204,0.000693351,0.000693351,0.000693351
54,160.033,0.78743,0.66671,1.00863,0.76442,0.65147,0.76697,0.40429,1.62722,1.16234,1.33261,0.000679204,0.000679204,0.000679204
55,162.838,0.80501,0.6834,1.02262,0.48993,0.62302,0.55957,0.29691,1.88783,1.70344,1.38757,0.000665057,0.000665057,0.000665057
56,165.696,0.78598,0.65888,1.0082,0.58292,0.39683,0.55655,0.29754,1.83949,1.69169,1.38315,0.000650909,0.000650909,0.000650909
57,168.511,0.78906,0.66774,1.02372,0.4824,0.61546,0.59206,0.27551,1.88394,1.65212,1.41721,0.000636762,0.000636762,0.000636762
58,171.326,0.87135,0.70736,1.05515,0.57119,0.64791,0.60577,0.27411,1.78843,1.62483,1.3596,0.000622615,0.000622615,0.000622615
59,174.115,0.78553,0.65865,1.0012,0.74603,0.60317,0.66159,0.32437,1.89901,1.50595,1.39496,0.000608468,0.000608468,0.000608468
60,176.727,0.83518,0.691,1.0359,0.92992,0.56992,0.7544,0.39365,1.71252,1.21027,1.34491,0.000594321,0.000594321,0.000594321
61,180.523,0.79219,0.65876,1.01077,0.83134,0.74206,0.82254,0.40788,1.83964,1.14692,1.50333,0.000580174,0.000580174,0.000580174
62,183.368,0.78838,0.65638,1.00658,0.63602,0.8373,0.79837,0.35728,1.85574,1.11499,1.48053,0.000566027,0.000566027,0.000566027
63,185.968,0.75955,0.64947,1.02047,0.94819,0.61213,0.7944,0.36034,1.85107,1.34846,1.50399,0.00055188,0.00055188,0.00055188
64,188.795,0.71456,0.62655,0.99106,0.78383,0.73561,0.84716,0.41935,1.75892,1.10804,1.41337,0.000537733,0.000537733,0.000537733
65,191.53,0.73857,0.64917,1.00741,0.75745,0.75368,0.79462,0.42953,1.56598,1.02464,1.29726,0.000523586,0.000523586,0.000523586
66,194.307,0.79204,0.65836,1.01237,0.6653,0.70635,0.74674,0.41251,1.72701,1.14199,1.40189,0.000509438,0.000509438,0.000509438
67,197.143,0.77724,0.63884,1.01092,0.66635,0.694,0.69144,0.38166,1.76897,1.33837,1.40537,0.000495291,0.000495291,0.000495291
68,199.881,0.75399,0.64634,1.02269,0.54569,0.65873,0.58476,0.36604,1.5875,1.40467,1.29858,0.000481144,0.000481144,0.000481144
69,202.685,0.75164,0.62712,1.01429,0.73739,0.69444,0.66463,0.41692,1.50383,1.29924,1.33065,0.000466997,0.000466997,0.000466997
70,205.686,0.72611,0.60258,0.98426,0.65291,0.68194,0.66056,0.39772,1.6036,1.39158,1.34494,0.00045285,0.00045285,0.00045285
71,208.414,0.70232,0.55144,0.96202,0.65462,0.75018,0.78167,0.40824,1.7651,1.35793,1.3855,0.000438703,0.000438703,0.000438703
72,211.141,0.67712,0.55967,0.9592,0.75928,0.70489,0.8212,0.37155,1.81053,1.16176,1.51268,0.000424556,0.000424556,0.000424556
73,215.443,0.70359,0.60638,0.98499,0.65695,0.77512,0.79052,0.44014,1.6329,1.20922,1.28012,0.000410409,0.000410409,0.000410409
74,218.27,0.68953,0.57397,0.96269,0.65047,0.74206,0.74376,0.44917,1.53056,1.13731,1.28715,0.000396262,0.000396262,0.000396262
75,221.079,0.69832,0.55895,0.98235,0.63588,0.81405,0.803,0.45763,1.62175,1.00594,1.34126,0.000382115,0.000382115,0.000382115
76,223.882,0.6431,0.5423,0.94612,0.86052,0.73413,0.85114,0.46978,1.56442,0.99476,1.29268,0.000367967,0.000367967,0.000367967
77,226.69,0.65464,0.54294,0.95301,0.71006,0.83333,0.82605,0.43386,1.70597,1.21408,1.39566,0.00035382,0.00035382,0.00035382
78,229.461,0.69228,0.58104,0.99592,0.71241,0.76461,0.81454,0.42695,1.74578,0.99968,1.4703,0.000339673,0.000339673,0.000339673
79,232.026,0.62865,0.53995,0.95415,0.74025,0.84524,0.81131,0.42451,1.70918,0.96327,1.54528,0.000325526,0.000325526,0.000325526
80,234.711,0.69571,0.55692,0.98269,0.7584,0.81349,0.84042,0.45117,1.7626,0.89739,1.48749,0.000311379,0.000311379,0.000311379
81,237.463,0.62536,0.53915,0.9478,0.82152,0.78968,0.82992,0.40908,1.82765,0.97171,1.44274,0.000297232,0.000297232,0.000297232
82,240.135,0.63852,0.51581,0.94641,0.74751,0.80159,0.79154,0.39759,1.80267,1.00148,1.36559,0.000283085,0.000283085,0.000283085
83,242.902,0.59386,0.49133,0.93847,0.71551,0.8254,0.7717,0.40748,1.72145,1.02103,1.35429,0.000268938,0.000268938,0.000268938
84,247.079,0.67387,0.57609,0.97074,0.86803,0.74718,0.83597,0.42953,1.70757,0.98978,1.4457,0.000254791,0.000254791,0.000254791
85,249.943,0.57961,0.50511,0.9329,0.84536,0.81695,0.87368,0.44786,1.68015,0.90554,1.43968,0.000240644,0.000240644,0.000240644
86,252.593,0.62589,0.51112,0.96472,0.74177,0.8373,0.83875,0.43935,1.67762,0.98787,1.35355,0.000226497,0.000226497,0.000226497
87,255.137,0.60201,0.51378,0.93778,0.78156,0.81746,0.8197,0.43484,1.74453,1.00908,1.35945,0.000212349,0.000212349,0.000212349
88,257.823,0.60166,0.52617,0.937,0.77794,0.71429,0.81286,0.42901,1.79235,1.05942,1.37129,0.000198202,0.000198202,0.000198202
89,260.468,0.59687,0.49964,0.94407,0.78051,0.84921,0.84734,0.42505,1.79507,1.00013,1.40818,0.000184055,0.000184055,0.000184055
90,263.251,0.6285,0.51049,0.9472,0.79708,0.78842,0.8465,0.43665,1.77323,0.97746,1.42108,0.000169908,0.000169908,0.000169908
91,267.103,0.48021,0.41956,0.86476,0.85151,0.8373,0.86715,0.44676,1.72543,0.99133,1.38113,0.000155761,0.000155761,0.000155761
92,269.872,0.50332,0.44271,0.88012,0.78535,0.81349,0.852,0.44103,1.74146,1.08027,1.31851,0.000141614,0.000141614,0.000141614
93,272.574,0.46839,0.40027,0.8529,0.78225,0.75794,0.80153,0.40928,1.75493,1.24363,1.33928,0.000127467,0.000127467,0.000127467
94,275.322,0.45263,0.39315,0.849,0.75271,0.7619,0.77638,0.40234,1.77199,1.30385,1.36566,0.00011332,0.00011332,0.00011332
95,278.118,0.46006,0.39855,0.86361,0.75658,0.78571,0.79442,0.39992,1.79725,1.27339,1.40409,9.91726e-05,9.91726e-05,9.91726e-05
96,282.186,0.44133,0.38873,0.84695,0.77256,0.78571,0.82347,0.41024,1.78843,1.15805,1.40511,8.50255e-05,8.50255e-05,8.50255e-05
97,285.127,0.42084,0.3836,0.85154,0.81957,0.81903,0.84597,0.42774,1.76622,1.05262,1.38801,7.08784e-05,7.08784e-05,7.08784e-05
98,287.808,0.44828,0.38416,0.8416,0.80178,0.8007,0.82329,0.43397,1.73639,1.03013,1.34796,5.67313e-05,5.67313e-05,5.67313e-05
99,290.449,0.43794,0.37599,0.83942,0.80465,0.78968,0.81586,0.43441,1.72495,1.06137,1.34364,4.25842e-05,4.25842e-05,4.25842e-05
100,292.931,0.43567,0.38005,0.8424,0.75936,0.77837,0.81285,0.44218,1.72115,1.09408,1.35425,2.84371e-05,2.84371e-05,2.84371e-05
